IMO,Dport,Dcountry,Dtime,Aport,Acountry,Atime
9321744,Livorno Anch., Italy,"03/23, 06:52",FSRU Toscana Term., Italy,"03/24, 06:47"
9321744,FSRU Toscana Term., Italy,"03/24, 06:47",Livorno Anch., Italy,"03/25, 10:55"
9321744,Livorno Anch., Italy,"03/25, 10:55",Port Rashid, Egypt,"04/16, 05:11"
9321744,Port Rashid, Egypt,"04/16, 05:11",Port Said Anch., Egypt,"04/17, 15:05"
9321756,Shikama, Japan,"02/16, 03:15",Withnell Bay, Australia,"03/04, 00:25"
9321756,Withnell Bay, Australia,"03/04, 00:25",Shikama, Japan,"03/19, 05:19"
9321756,Shikama, Japan,"03/19, 05:19",Darwin, Australia,"03/31, 21:11"
9321756,Darwin, Australia,"03/31, 21:11",Singapore Anch. 1, Singapore,"04/19, 10:12"
9321768,Dampier Anch., Australia,"02/12, 21:51",Withnell Bay, Australia,"02/15, 00:25"
9321768,Withnell Bay, Australia,"02/15, 00:25",Oita, Japan,"03/01, 00:44"
9321770,Aliaga, Turkey,"02/18, 06:06",Aliaga, Turkey,"02/17, 05:43"
9321770,Aliaga, Turkey,"02/17, 05:43",Zeebrugge, Belgium,"04/12, 02:52"
9322803,Bonny, Nigeria,"02/20, 05:04",Mugardos, Spain,"03/02, 17:36"
9322803,Mugardos, Spain,"03/02, 17:36",Bonny, Nigeria,"03/17, 15:18"
9322803,Bonny, Nigeria,"03/17, 15:18",Mundra, India,"04/05, 09:54"
9322815,Sines, Portugal,"02/15, 08:30",Bonny, Nigeria,"02/26, 13:54"
9322815,Bonny, Nigeria,"02/26, 13:54",Montoir, France,"03/10, 13:52"
9322815,Montoir, France,"03/10, 13:52",Bonny, Nigeria,"03/25, 08:47"
9322815,Bonny, Nigeria,"03/25, 08:47",Montoir, France,"04/06, 22:36"
9322815,Montoir, France,"04/06, 22:36",Algeciras Anch., Spain,"04/12, 16:07"
9323675,Withnell Bay, Australia,"03/08, 22:35",Dapeng, China,"03/17, 07:01"
9323675,Dapeng, China,"03/17, 07:01",Withnell Bay, Australia,"03/26, 23:34"
9323675,Withnell Bay, Australia,"03/26, 23:34",Dapeng, China,"04/03, 08:19"
9323675,Dapeng, China,"04/03, 08:19",Singapore Anch. 1, Singapore,"04/10, 04:34"
9323675,Singapore Anch. 1, Singapore,"04/10, 04:34",Bontang, Indonesia,"04/16, 09:07"
9324277,Port Klang Anch., Malaysia,"03/17, 14:15",Dubai Anch., United Arab Emirates (UAE),"04/02, 04:21"
9324277,Dubai Anch., United Arab Emirates (UAE),"04/02, 04:21",Ras Laffan Anch., Qatar,"04/02, 19:41"
9324277,Ras Laffan Anch., Qatar,"04/02, 19:41",Ras Laffan, Qatar,"04/05, 20:46"
9324277,Ras Laffan, Qatar,"04/05, 20:46",Port Qasim, Pakistan,"04/11, 04:01"
9324277,Port Qasim, Pakistan,"04/11, 04:01",Ras Laffan Anch., Qatar,"04/16, 06:49"
9324277,Ras Laffan Anch., Qatar,"04/16, 06:49",Ras Laffan, Qatar,"04/20, 03:47"
9324277,Ras Laffan, Qatar,"04/20, 03:47",Port Qasim, Pakistan,"04/25, 03:12"
9324332,Skikda, Algeria,"03/31, 12:00",La Spezia, Italy,"04/03, 06:54"
9324332,La Spezia, Italy,"04/03, 06:54",La Spezia Anch., Italy,"04/05, 14:21"
9324332,La Spezia Anch., Italy,"04/05, 14:21",Skikda, Algeria,"04/08, 21:52"
9324332,Skikda, Algeria,"04/08, 21:52",La Spezia, Italy,"04/11, 08:35"
9324332,La Spezia, Italy,"04/11, 08:35",Skikda, Algeria,"04/17, 10:02"
9324332,Skikda, Algeria,"04/17, 10:02",Fos sur mer, France,"04/20, 21:32"
9324332,Fos sur mer, France,"04/20, 21:32",Skikda, Algeria,"04/23, 12:51"
9324344,Skikda, Algeria,"04/04, 14:11",Sagunto, Spain,"04/07, 12:47"
9324344,Sagunto, Spain,"04/07, 12:47",Sagunto Anch., Spain,"04/08, 09:29"
9324344,Sagunto Anch., Spain,"04/08, 09:29",Skikda, Algeria,"04/10, 07:04"
9324344,Skikda, Algeria,"04/10, 07:04",Fos sur mer, France,"04/13, 01:15"
9324344,Fos sur mer, France,"04/13, 01:15",Skikda, Algeria,"04/15, 13:57"
9324344,Skikda, Algeria,"04/15, 13:57",La Spezia, Italy,"04/18, 12:09"
9324344,La Spezia, Italy,"04/18, 12:09",La Spezia Anch., Italy,"04/20, 15:21"
9324344,La Spezia Anch., Italy,"04/20, 15:21",Skikda, Algeria,"04/22, 04:46"
9324435,Singapore Anch. 1, Singapore,"03/18, 13:50",Ras Laffan Anch., Qatar,"03/27, 20:42"
9324435,Ras Laffan Anch., Qatar,"03/27, 20:42",Ras Laffan, Qatar,"03/30, 04:28"
9324435,Ras Laffan, Qatar,"03/30, 04:28",Ras Laffan Anch., Qatar,"04/10, 14:40"
9324435,Ras Laffan Anch., Qatar,"04/10, 14:40",Ras Laffan, Qatar,"04/13, 16:54"
9325685,Barcelona, Spain,"03/05, 03:51",Port Said Anch., Egypt,"03/10, 14:58"
9325685,Port Said Anch., Egypt,"03/10, 14:58",Ras Laffan Anch., Qatar,"03/19, 17:17"
9325685,Ras Laffan Anch., Qatar,"03/19, 17:17",Ras Laffan, Qatar,"03/20, 16:46"
9325685,Ras Laffan, Qatar,"03/20, 16:46",Ras Laffan Anch., Qatar,"04/11, 03:03"
9325697,Ras Laffan, Qatar,"03/15, 08:20",As Suways (Suez) Anch., Egypt,"03/24, 13:01"
9325697,As Suways (Suez) Anch., Egypt,"03/24, 13:01",Chioggia Anch., Italy,"04/03, 10:13"
9325697,Chioggia Anch., Italy,"04/03, 10:13",Adriatic LNG LNG Term., Italy,"04/04, 12:25"
9325697,Adriatic LNG LNG Term., Italy,"04/04, 12:25",Port Said Anch., Egypt,"04/08, 11:42"
9325697,Port Said Anch., Egypt,"04/08, 11:42",Ras Laffan Anch., Qatar,"04/17, 19:44"
9325697,Ras Laffan Anch., Qatar,"04/17, 19:44",Ras Laffan, Qatar,"04/18, 22:20"
9325702,Ras Laffan, Qatar,"03/22, 07:05",Ras Laffan Anch., Qatar,"03/23, 11:08"
9325702,Ras Laffan Anch., Qatar,"03/23, 11:08",As Suways (Suez) Anch., Egypt,"04/01, 13:28"
9325702,As Suways (Suez) Anch., Egypt,"04/01, 13:28",Adriatic LNG LNG Term., Italy,"04/09, 08:04"
9325702,Adriatic LNG LNG Term., Italy,"04/09, 08:04",Port Said Anch., Egypt,"04/13, 14:24"
9325702,Port Said Anch., Egypt,"04/13, 14:24",Ras Laffan Anch., Qatar,"04/24, 06:11"
9325893,Tangguh, Indonesia,"03/22, 02:09",Blang Lancang, Indonesia,"03/30, 03:57"
9325893,Blang Lancang, Indonesia,"03/30, 03:57",Tangguh Anch., Indonesia,"04/08, 01:36"
9325893,Tangguh Anch., Indonesia,"04/08, 01:36",Tangguh Anch., Indonesia,"04/12, 00:27"
9325893,Tangguh Anch., Indonesia,"04/12, 00:27",Tangguh, Indonesia,"04/12, 22:00"
9326603,Sabine, United States (USA),"02/22, 23:49",Rotterdam Maasvlakte, Netherlands,"03/08, 02:04"
9326603,Rotterdam Maasvlakte, Netherlands,"03/08, 02:04",Port Arthur Anch., United States (USA),"03/25, 04:44"
9326603,Port Arthur Anch., United States (USA),"03/25, 04:44",Sabine, United States (USA),"03/26, 00:57"
9326603,Sabine, United States (USA),"03/26, 00:57",Dunkerque, France,"04/07, 18:40"
9326603,Dunkerque, France,"04/07, 18:40",Sabine, United States (USA),"04/21, 19:27"
9326689,Qalhat, Oman,"04/15, 05:49",Qalhat, Oman,"02/13, 03:51"
9326689,Qalhat, Oman,"02/13, 03:51",Incheon, Korea,"02/27, 23:12"
9326689,Incheon, Korea,"02/27, 23:12",Qalhat, Oman,"03/15, 06:50"
9326689,Qalhat, Oman,"03/15, 06:50",Dapeng, China,"03/28, 03:20"
9326689,Dapeng, China,"03/28, 03:20",Singapore Anch. 1, Singapore,"04/03, 06:29"
9329291,Yanai, Japan,"02/21, 02:17",Pasir Gudang,"Johor Anch., Malaysia","03/03, 01:41"
9329291,Pasir Gudang,"Johor Anch., Malaysia","03/03, 01:41",Singapore, Singapore,"03/06, 05:16"
9329291,Singapore, Singapore,"03/06, 05:16",Singapore Anch. 1, Singapore,"04/11, 04:07"
9329679,Yokkaichi, Japan,"02/13, 00:51",Bintulu,"Sarawak, Malaysia","02/22, 22:01"
9329679,Bintulu,"Sarawak, Malaysia","02/22, 22:01",Singapore Anch. 1, Singapore,"03/09, 09:41"
9329679,Singapore Anch. 1, Singapore,"03/09, 09:41",Yokkaichi, Japan,"03/24, 05:16"
9329679,Yokkaichi, Japan,"03/24, 05:16",Nagoya Anch., Japan,"03/25, 03:58"
9329679,Nagoya Anch., Japan,"03/25, 03:58",Dongjiakou, China,"04/14, 03:20"
9330745,Singapore Anch. 3, Singapore,"02/17, 03:35",Singapore Anch. 1, Singapore,"02/20, 00:00"
9330745,Singapore Anch. 1, Singapore,"02/20, 00:00",Singapore Anch. 1, Singapore,"03/13, 04:43"
9330745,Singapore Anch. 1, Singapore,"03/13, 04:43",Singapore Anch. 1, Singapore,"04/24, 06:47"
9331048,Singapore Anch. 1, Singapore,"02/26, 00:42",Darwin, Australia,"03/10, 21:41"
9331048,Darwin, Australia,"03/10, 21:41",Yangkou, China,"03/22, 02:39"
9331048,Yangkou, China,"03/22, 02:39",Singapore Anch. 1, Singapore,"04/13, 07:12"
9331634,Das Island, United Arab Emirates (UAE),"02/18, 18:07",Kawasaki, Japan,"03/12, 02:55"
9331634,Kawasaki, Japan,"03/12, 02:55",Wheatstone LNG Term., Australia,"03/24, 02:27"
9331634,Wheatstone LNG Term., Australia,"03/24, 02:27",Woollybutt Term., Australia,"03/25, 06:04"
9331634,Woollybutt Term., Australia,"03/25, 06:04",Barrow Island, Australia,"04/23, 01:12"
9331646,Pengerang, Malaysia,"03/09, 00:47",Pasir Gudang,"Johor Anch., Malaysia","03/10, 06:00"
9331646,Pasir Gudang,"Johor Anch., Malaysia","03/10, 06:00",Gladstone, Australia,"03/25, 00:48"
9331646,Gladstone, Australia,"03/25, 00:48",Pasir Gudang,"Johor Anch., Malaysia","04/06, 00:46"
9331646,Pasir Gudang,"Johor Anch., Malaysia","04/06, 00:46",Pengerang, Malaysia,"04/07, 01:17"
9331646,Pengerang, Malaysia,"04/07, 01:17",Gladstone, Australia,"04/21, 10:15"
9331658,Yokkaichi, Japan,"03/03, 01:24",Gladstone, Australia,"03/16, 04:03"
9331658,Gladstone, Australia,"03/16, 04:03",Pasir Gudang,"Johor Anch., Malaysia","03/27, 04:04"
9331658,Pasir Gudang,"Johor Anch., Malaysia","03/27, 04:04",Pengerang, Malaysia,"03/28, 00:47"
9331658,Pengerang, Malaysia,"03/28, 00:47",Pasir Gudang,"Johor Anch., Malaysia","03/29, 00:53"
9331658,Pasir Gudang,"Johor Anch., Malaysia","03/29, 00:53",Gladstone, Australia,"04/14, 15:59"
9331660,Ingleside, United States (USA),"02/24, 04:10",Freeport, United States (USA),"02/14, 14:47"
9331660,Freeport, United States (USA),"02/14, 14:47",Altamira, Mexico,"02/19, 23:04"
9331660,Altamira, Mexico,"02/19, 23:04",Corpus Christi Anch., United States (USA),"02/22, 11:08"
9331660,Corpus Christi Anch., United States (USA),"02/22, 11:08",Ingleside, United States (USA),"02/22, 18:18"
9331660,Ingleside, United States (USA),"02/22, 18:18",Milford Haven, United Kingdom (UK),"03/14, 17:11"
9331660,Milford Haven, United Kingdom (UK),"03/14, 17:11",Chioggia Anch., Italy,"04/16, 13:15"
9331660,Chioggia Anch., Italy,"04/16, 13:15",Adriatic LNG LNG Term., Italy,"04/18, 12:41"
9331672,Panama Canal Anch. Pacific, Panama,"02/22, 11:01",Port Arthur Anch., United States (USA),"03/01, 18:56"
9331672,Port Arthur Anch., United States (USA),"03/01, 18:56",Sabine, United States (USA),"03/02, 21:15"
9331672,Sabine, United States (USA),"03/02, 21:15",Milford Haven, United Kingdom (UK),"03/16, 11:07"
9331672,Milford Haven, United Kingdom (UK),"03/16, 11:07",Milford Haven, United Kingdom (UK),"03/17, 17:58"
9332054,Dongjiakou, China,"02/15, 05:02",Prigorodnoye, Russia,"02/20, 23:09"
9332054,Prigorodnoye, Russia,"02/20, 23:09",Kitakyushu, Japan,"03/03, 04:50"
9332054,Kitakyushu, Japan,"03/03, 04:50",Prigorodnoye, Russia,"04/09, 00:56"
9333591,Lake Charles, United States (USA),"03/17, 18:32",Ennore, India,"04/19, 01:15"
9333606,Qalhat, Oman,"03/03, 04:46",Dapeng, China,"03/16, 03:20"
9333606,Dapeng, China,"03/16, 03:20",Dampier Anch., Australia,"03/24, 08:33"
9333606,Dampier Anch., Australia,"03/24, 08:33",Withnell Bay, Australia,"04/01, 07:47"
9333606,Withnell Bay, Australia,"04/01, 07:47",Yung An, Taiwan,"04/08, 23:47"
9333618,Aliaga, Turkey,"02/20, 05:43",Cove Point, United States (USA),"03/13, 21:00"
9333618,Cove Point, United States (USA),"03/13, 21:00",Fos sur mer, France,"03/26, 08:08"
9333618,Fos sur mer, France,"03/26, 08:08",Freeport, United States (USA),"04/11, 13:03"
9333618,Freeport, United States (USA),"04/11, 13:03",Cartagena, Colombia,"04/16, 12:00"
9333618,Cartagena, Colombia,"04/16, 12:00",Cartagena Anch., Colombia,"04/17, 17:40"
9333620,Tangguh, Indonesia,"02/12, 03:05",Shikama, Japan,"02/19, 03:19"
9333620,Shikama, Japan,"02/19, 03:19",Tangguh Anch., Indonesia,"03/08, 23:16"
9333620,Tangguh Anch., Indonesia,"03/08, 23:16",Kisarazu, Japan,"03/18, 23:53"
9333620,Kisarazu, Japan,"03/18, 23:53",Lese, Papua New Guinea,"03/31, 21:07"
9333620,Lese, Papua New Guinea,"03/31, 21:07",Jintang Anch., China,"04/13, 20:29"
9333620,Jintang Anch., China,"04/13, 20:29",Tianjin Xingang, China,"04/16, 01:34"
9333632,Ambon Anch., Indonesia,"03/18, 00:04",Tangguh Anch., Indonesia,"03/30, 23:59"
9333632,Tangguh Anch., Indonesia,"03/30, 23:59",Tangguh Anch., Indonesia,"04/04, 08:33"
9333632,Tangguh Anch., Indonesia,"04/04, 08:33",Tangguh Anch., Indonesia,"04/05, 20:37"
9333632,Tangguh Anch., Indonesia,"04/05, 20:37",Tangguh, Indonesia,"04/06, 02:57"
9333632,Tangguh, Indonesia,"04/06, 02:57",Maojia, China,"04/16, 06:01"
9334076,Port Qasim Anch., Pakistan,"03/15, 02:34",Port Qasim, Pakistan,"03/19, 07:47"
9334076,Port Qasim, Pakistan,"03/19, 07:47",Ras Laffan Anch., Qatar,"03/23, 21:30"
9334076,Ras Laffan Anch., Qatar,"03/23, 21:30",Ras Laffan, Qatar,"04/09, 07:12"
9334076,Ras Laffan, Qatar,"04/09, 07:12",Port Qasim Anch., Pakistan,"04/13, 10:31"
9334076,Port Qasim Anch., Pakistan,"04/13, 10:31",Port Qasim, Pakistan,"04/15, 05:38"
9334076,Port Qasim, Pakistan,"04/15, 05:38",Ras Laffan Anch., Qatar,"04/20, 21:41"
9334076,Ras Laffan Anch., Qatar,"04/20, 21:41",Ras Laffan, Qatar,"04/24, 20:14"
9334284,Jakarta Term., Indonesia,"03/21, 13:38",Jakarta Terminal Anch., Indonesia,"03/24, 00:35"
9334284,Jakarta Terminal Anch., Indonesia,"03/24, 00:35",Bontang, Indonesia,"03/30, 00:05"
9334284,Bontang, Indonesia,"03/30, 00:05",Jakarta Term., Indonesia,"04/05, 00:23"
9334284,Jakarta Term., Indonesia,"04/05, 00:23",Jakarta Terminal Anch., Indonesia,"04/09, 17:32"
9334284,Jakarta Terminal Anch., Indonesia,"04/09, 17:32",Tangguh Anch., Indonesia,"04/23, 02:06"
9336737,Busan Anch., Korea,"02/24, 04:47",Sakai, Japan,"02/16, 01:17"
9336737,Sakai, Japan,"02/16, 01:17",Busan Anch., Korea,"02/21, 21:47"
9336737,Busan Anch., Korea,"02/21, 21:47",Lese, Papua New Guinea,"03/13, 20:23"
9336737,Lese, Papua New Guinea,"03/13, 20:23",Shimizu, Japan,"03/23, 00:07"
9336737,Shimizu, Japan,"03/23, 00:07",Gladstone, Australia,"04/09, 13:50"
9336737,Gladstone, Australia,"04/09, 13:50",Gladstone Anch., Australia,"04/10, 22:19"
9336749,Sabine, United States (USA),"03/11, 07:13",Dunkerque, France,"03/25, 00:29"
9336749,Dunkerque, France,"03/25, 00:29",Corpus Christi Anch., United States (USA),"04/08, 13:52"
9336749,Corpus Christi Anch., United States (USA),"04/08, 13:52",Corpus Christi Anch., United States (USA),"04/08, 19:52"
9336749,Corpus Christi Anch., United States (USA),"04/08, 19:52",Ingleside, United States (USA),"04/09, 18:01"
9336749,Ingleside, United States (USA),"04/09, 18:01",Escombreras, Spain,"04/22, 12:28"
9337705,Singapore Anch. 1, Singapore,"03/15, 22:26",Ras Laffan Anch., Qatar,"03/25, 04:20"
9337705,Ras Laffan Anch., Qatar,"03/25, 04:20",Ras Laffan, Qatar,"03/25, 17:11"
9337705,Ras Laffan, Qatar,"03/25, 17:11",As Suways (Suez) Anch., Egypt,"04/03, 14:34"
9337705,As Suways (Suez) Anch., Egypt,"04/03, 14:34",As Suways (Suez) Anch., Egypt,"04/06, 06:20"
9337705,As Suways (Suez) Anch., Egypt,"04/06, 06:20",Milford Haven, United Kingdom (UK),"04/14, 09:26"
9337705,Milford Haven, United Kingdom (UK),"04/14, 09:26",Gibraltar West Anch., Gibraltar,"04/18, 08:25"
9337705,Gibraltar West Anch., Gibraltar,"04/18, 08:25",Port Said Anch., Egypt,"04/23, 14:44"
9337717,Gibraltar West Anch., Gibraltar,"03/09, 13:48",Port Said Anch., Egypt,"03/15, 10:58"
9337717,Port Said Anch., Egypt,"03/15, 10:58",Ras Laffan, Qatar,"03/23, 23:06"
9337717,Ras Laffan, Qatar,"03/23, 23:06",Ras Laffan Anch., Qatar,"03/25, 02:15"
9337717,Ras Laffan Anch., Qatar,"03/25, 02:15",Mab Tapud, Thailand,"04/07, 00:25"
9337717,Mab Tapud, Thailand,"04/07, 00:25",Ras Laffan Anch., Qatar,"04/19, 08:17"
9337729,Ras Laffan, Qatar,"04/01, 15:45",Ras Laffan Anch., Qatar,"04/02, 16:43"
9337729,Ras Laffan Anch., Qatar,"04/02, 16:43",Mina' 'Abd Allah Anch., Kuwait,"04/09, 08:03"
9337729,Mina' 'Abd Allah Anch., Kuwait,"04/09, 08:03",Mina' al Ahmadi, Kuwait,"04/09, 21:11"
9337729,Mina' al Ahmadi, Kuwait,"04/09, 21:11",Ras Laffan Anch., Qatar,"04/12, 11:40"
9337729,Ras Laffan Anch., Qatar,"04/12, 11:40",Ras Laffan, Qatar,"04/13, 21:14"
9337729,Ras Laffan, Qatar,"04/13, 21:14",Ras Laffan Anch., Qatar,"04/14, 23:38"
9337729,Ras Laffan Anch., Qatar,"04/14, 23:38",Dahej, India,"04/19, 02:01"
9337729,Dahej, India,"04/19, 02:01",Ras Laffan Anch., Qatar,"04/23, 20:21"
9337731,Kisarazu, Japan,"03/03, 23:50",Singapore Anch. 1, Singapore,"03/13, 17:06"
9337731,Singapore Anch. 1, Singapore,"03/13, 17:06",Ras Laffan Anch., Qatar,"03/23, 15:51"
9337731,Ras Laffan Anch., Qatar,"03/23, 15:51",Ras Laffan, Qatar,"03/24, 12:13"
9337731,Ras Laffan, Qatar,"03/24, 12:13",Dapeng, China,"04/10, 03:26"
9337731,Dapeng, China,"04/10, 03:26",Singapore Anch. 1, Singapore,"04/15, 14:21"
9337731,Singapore Anch. 1, Singapore,"04/15, 14:21",Ras Laffan Anch., Qatar,"04/24, 19:50"
9337743,As Suways (Suez) Anch., Egypt,"03/18, 12:46",Alexandria Anch., Egypt,"03/20, 09:58"
9337743,Alexandria Anch., Egypt,"03/20, 09:58",Swinoujscie, Poland,"04/01, 06:36"
9337743,Swinoujscie, Poland,"04/01, 06:36",Malta Bunkering Area 3, Malta,"04/10, 14:03"
9337743,Malta Bunkering Area 3, Malta,"04/10, 14:03",Malta Anch., Malta,"04/11, 14:23"
9337743,Malta Anch., Malta,"04/11, 14:23",Port Said Anch., Egypt,"04/18, 06:52"
9337755,Ras Laffan, Qatar,"03/18, 01:04",Mab Tapud, Thailand,"03/29, 23:15"
9337755,Mab Tapud, Thailand,"03/29, 23:15",Singapore Anch. 1, Singapore,"04/02, 03:18"
9337755,Singapore Anch. 1, Singapore,"04/02, 03:18",Ras Laffan Anch., Qatar,"04/11, 10:53"
9337755,Ras Laffan Anch., Qatar,"04/11, 10:53",Ras Laffan, Qatar,"04/12, 18:09"
9337755,Ras Laffan, Qatar,"04/12, 18:09",Ras Laffan Anch., Qatar,"04/14, 18:18"
9337951,Ras Laffan Anch., Qatar,"03/26, 02:56",Port Qasim, Pakistan,"03/31, 06:05"
9337951,Port Qasim, Pakistan,"03/31, 06:05",Ras Laffan Anch., Qatar,"04/04, 12:43"
9337951,Ras Laffan Anch., Qatar,"04/04, 12:43",Ras Laffan, Qatar,"04/07, 07:47"
9337951,Ras Laffan, Qatar,"04/07, 07:47",Ras Laffan Anch., Qatar,"04/08, 09:05"
9337951,Ras Laffan Anch., Qatar,"04/08, 09:05",As Suways (Suez) Anch., Egypt,"04/16, 12:36"
9337951,As Suways (Suez) Anch., Egypt,"04/16, 12:36",Malta Anch., Malta,"04/20, 08:21"
9337963,Ras Laffan Anch., Qatar,"03/08, 05:24",Ras Laffan, Qatar,"03/10, 07:06"
9337963,Ras Laffan, Qatar,"03/10, 07:06",Ningbo, China,"03/26, 02:15"
9337963,Ningbo, China,"03/26, 02:15",Singapore Anch. 3, Singapore,"04/02, 01:43"
9337963,Singapore Anch. 3, Singapore,"04/02, 01:43",Ras Laffan Anch., Qatar,"04/11, 06:08"
9337975,Ras Laffan Anch., Qatar,"03/05, 05:06",Ras Laffan, Qatar,"03/07, 17:22"
9337975,Ras Laffan, Qatar,"03/07, 17:22",Ras Laffan Anch., Qatar,"03/09, 02:05"
9337975,Ras Laffan Anch., Qatar,"03/09, 02:05",Yokkaichi, Japan,"03/29, 01:28"
9337975,Yokkaichi, Japan,"03/29, 01:28",Singapore Anch. 1, Singapore,"04/05, 22:31"
9337975,Singapore Anch. 1, Singapore,"04/05, 22:31",Ras Laffan Anch., Qatar,"04/15, 09:01"
9337987,Ras Laffan Anch., Qatar,"03/26, 12:22",Ras Laffan, Qatar,"03/26, 23:00"
9337987,Ras Laffan, Qatar,"03/26, 23:00",As Suways (Suez) Anch., Egypt,"04/04, 12:22"
9337987,As Suways (Suez) Anch., Egypt,"04/04, 12:22",As Suways (Suez) Anch., Egypt,"04/05, 16:17"
9337987,As Suways (Suez) Anch., Egypt,"04/05, 16:17",As Suways (Suez) Anch., Egypt,"04/06, 06:04"
9337987,As Suways (Suez) Anch., Egypt,"04/06, 06:04",Swinoujscie, Poland,"04/18, 06:48"
9338266,As Suways (Suez) Anch., Egypt,"03/09, 16:01",Milford Haven, United Kingdom (UK),"03/19, 11:13"
9338266,Milford Haven, United Kingdom (UK),"03/19, 11:13",Gibraltar West Anch., Gibraltar,"03/23, 04:41"
9338266,Gibraltar West Anch., Gibraltar,"03/23, 04:41",Ras Laffan, Qatar,"04/11, 06:17"
9338266,Ras Laffan, Qatar,"04/11, 06:17",Ras Laffan Anch., Qatar,"04/12, 09:16"
9338797,Pyeongtaek, Korea,"02/18, 09:22",Pyeongtaek, Korea,"02/15, 21:46"
9338797,Pyeongtaek, Korea,"02/15, 21:46",Pisco Anch., Peru,"03/18, 12:25"
9338797,Pisco Anch., Peru,"03/18, 12:25",Pampa Melchorita, Peru,"03/18, 21:38"
9338797,Pampa Melchorita, Peru,"03/18, 21:38",Pyeongtaek, Korea,"04/14, 06:49"
9338929,Tianjin Xingang, China,"03/08, 01:05",Prigorodnoye, Russia,"04/13, 02:01"
9338955,Yokohama, Japan,"02/24, 11:15",Prigorodnoye, Russia,"03/02, 23:23"
9338955,Prigorodnoye, Russia,"03/02, 23:23",Niigata, Japan,"03/08, 00:53"
9338955,Niigata, Japan,"03/08, 00:53",Prigorodnoye, Russia,"03/26, 23:27"
9338955,Prigorodnoye, Russia,"03/26, 23:27",Yung An, Taiwan,"04/05, 23:52"
9338955,Yung An, Taiwan,"04/05, 23:52",Prigorodnoye, Russia,"04/19, 05:13"
9339260,Dahej, India,"02/25, 05:00",Ras Laffan Anch., Qatar,"02/12, 12:38"
9339260,Ras Laffan Anch., Qatar,"02/12, 12:38",Dahej, India,"02/23, 19:31"
9339260,Dahej, India,"02/23, 19:31",Corpus Christi Anch., United States (USA),"03/31, 21:48"
9339260,Corpus Christi Anch., United States (USA),"03/31, 21:48",Ingleside, United States (USA),"04/01, 22:32"
9339260,Ingleside, United States (USA),"04/01, 22:32",Ingleside, United States (USA),"04/03, 11:17"
9339260,Ingleside, United States (USA),"04/03, 11:17",Dunkerque, France,"04/15, 10:33"
9341299,Hiroshima, Japan,"02/22, 01:19",Barrow Island, Australia,"03/08, 17:14"
9341299,Barrow Island, Australia,"03/08, 17:14",Boryeong, Korea,"03/19, 02:57"
9341299,Boryeong, Korea,"03/19, 02:57",Barrow Island, Australia,"03/31, 10:57"
9341299,Barrow Island, Australia,"03/31, 10:57",KinNakagusuku, Japan,"04/11, 23:05"
9341689,Barrow Island, Australia,"02/14, 01:19",Dapeng, China,"02/25, 05:11"
9341689,Dapeng, China,"02/25, 05:11",Dapeng Anch., China,"02/26, 06:19"
9341689,Dapeng Anch., China,"02/26, 06:19",Jakarta Anch., Indonesia,"03/28, 02:35"
9341689,Jakarta Anch., Indonesia,"03/28, 02:35",Barrow Island, Australia,"04/10, 09:11"
9341689,Barrow Island, Australia,"04/10, 09:11",Naoetsu, Japan,"04/24, 23:37"
9342487,Lake Charles, United States (USA),"02/23, 09:14",Corpus Christi Anch., United States (USA),"03/31, 15:36"
9342487,Corpus Christi Anch., United States (USA),"03/31, 15:36",Ingleside, United States (USA),"04/06, 05:29"
9343106,Singapore Anch. 1, Singapore,"02/19, 04:25",Tieshan, China,"02/25, 04:49"
9343106,Tieshan, China,"02/25, 04:49",Tianjin Xingang, China,"03/21, 01:49"
9343106,Tianjin Xingang, China,"03/21, 01:49",Tianjin Anch., China,"03/23, 03:52"
9349007,Tangguh Anch., Indonesia,"02/19, 23:56",Bitung Anch., Indonesia,"03/15, 05:17"
9349007,Bitung Anch., Indonesia,"03/15, 05:17",Tangguh Anch., Indonesia,"04/05, 05:12"
9349007,Tangguh Anch., Indonesia,"04/05, 05:12",Tangguh Anch., Indonesia,"04/14, 00:19"
9349007,Tangguh Anch., Indonesia,"04/14, 00:19",Tangguh, Indonesia,"04/14, 22:24"
9349007,Tangguh, Indonesia,"04/14, 22:24",Gwangyang, Korea,"04/22, 23:49"
9349019,Bitung Anch., Indonesia,"02/17, 01:53",Tangguh Anch., Indonesia,"03/04, 22:45"
9349019,Tangguh Anch., Indonesia,"03/04, 22:45",Tangguh Anch., Indonesia,"03/22, 22:22"
9349019,Tangguh Anch., Indonesia,"03/22, 22:22",Tangguh, Indonesia,"03/23, 23:23"
9349019,Tangguh, Indonesia,"03/23, 23:23",Sakai, Japan,"04/02, 00:59"
9349019,Sakai, Japan,"04/02, 00:59",Gladstone, Australia,"04/14, 03:30"
9349942,Hiroshima, Japan,"03/05, 04:27",Hiroshima, Japan,"03/19, 04:04"
9349942,Hiroshima, Japan,"03/19, 04:04",Prigorodnoye, Russia,"03/25, 16:04"
9349942,Prigorodnoye, Russia,"03/25, 16:04",Hiroshima, Japan,"03/31, 03:27"
9349942,Hiroshima, Japan,"03/31, 03:27",Singapore Anch. 1, Singapore,"04/13, 04:26"
