Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Origine,ATD,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
ENERGY NAVIGATOR,9355264,432634000,Japan,290,49,118842,73640,"Singapore Anch. 1, Singapore","Apr 20, 06:34 UTC","Singapore, Singapore",,"Apr 20, 07:25 UTCARRIVED",9.7,,13.6°,0.0 kn,-,2021-04-29,2021-04-23-05:11
TAITAR NO. 4,9403657,351767000,Panama,290,49,118634,77053,"Ras Laffan, Qatar","Apr 22, 00:54 UTC",Destination not available,,-,11.4,,120.0°,17.7 kn,-,2021-04-29,2021-04-29-21:07
TAITAR NO. 1,9403669,371846000,Panama,290,49,118634,77089,"Ras Laffan, Qatar","Apr 17, 23:11 UTC","Taichung, Taiwan",,"Apr 30, 21:30",11.2,,45.0°,17.6 kn,-,2021-04-29,2021-04-26-09:08
TAITAR NO. 3,9403671,372195000,Panama,290,49,118634,77089,"Taichung, Taiwan","Apr 24, 01:36 UTC","Ras Laffan, Qatar",,"May 7, 00:01",10.0,,312.0°,17.3 kn,-,2021-04-29,2021-04-28-20:05
TAITAR NO. 2,9403645,372307000,Panama,290,49,118634,77089,"Taichung, Taiwan","Apr 15, 22:15 UTC","Ras Laffan, Qatar",,"Apr 26, 01:30",10.2,,325.6°,16.4 kn,-,2021-04-29,2021-04-25-12:04
IBRI LNG,9317315,355580000,Panama,290,49,118608,77282,"Adriatic LNG LNG Term., Italy","Apr 26, 18:36 UTC","Idku, Egypt",,"Apr 30, 04:00",9.9,,111.6°,14.8 kn,Under way,2021-04-29,2021-04-29-21:10
ARCTIC VOYAGER,9275335,309998000,Bahamas,290,49,118571,75485,"Bilbao Anch., Spain","Apr 23, 04:15 UTC","Ferrol, Spain",,"May 3, 03:00",10.1,,90.0°,5.5 kn,Under way,2021-04-29,2021-04-29-21:11
ARCTIC DISCOVERER,9276389,309481000,Bahamas,290,49,118571,75485,"Experience FPSO, Brazil","Apr 25, 02:05 UTC",USGULF,,"May 31, 11:00",10.2,,196.6°,9.9 kn,-,2021-04-29,2021-04-25-13:10
LALLA FATMA N'SOUMER,9275347,311775000,Bahamas,290,49,118363,80920,"Nemrut, Turkey","Apr 24, 14:03 UTC","Arzew, Algeria",,"Apr 30, 07:00",10.0,,253.9°,7.7 kn,Under way,2021-04-29,2021-04-29-20:52
ELISA LARUS,9852975,228385600,France,297,46,118286,82244,"Dunkerque, France","Apr 26, 17:50 UTC",GULF OF MEXICO,,"May 24, 11:00",9.7,,238.0°,11.7 kn,-,2021-04-29,2021-04-28-01:47
FUJI LNG,9275359,229443000,Malta,290,49,118219,77351,"Sergipe Anch., Brazil","Apr 23, 11:38 UTC",Destination not available,,-,11.3,,121.1°,10.9 kn,-,2021-04-29,2021-04-12-03:45
SYMPHONIC BREEZE,9330745,309839000,Bahamas,290,49,117895,77163,"Singapore Anch. 1, Singapore","Apr 24, 06:47 UTC",PGBG,,"Apr 24, 05:45",10.0,,41.3°,0.0 kn,At anchor,2021-04-29,2021-04-29-21:10
DIAMOND GAS METROPOLIS,9862487,311000968,Bahamas,297,46,117564,81950,"Lake Charles, United States (USA)","Apr 9, 22:02 UTC","Port Louis, Mauritius",,"May 2, 08:00",10.9,,98.8°,18.1 kn,-,2021-04-29,2021-04-27-07:12
YAMAL SPIRIT,9781920,311000666,Bahamas,294,48,117162,91610,"Zeebrugge, Belgium","Apr 23, 23:03 UTC","Port Said, Egypt",,"May 1, 06:00",11.5,,105.5°,18.7 kn,Under way,2021-04-29,2021-04-29-14:22
SK AUDACE,9693161,373808000,Panama,292,48,117031,94665,"Sabine, United States (USA)","Apr 29, 19:32 UTC",USNSS,,"Apr 29, 11:00",9.9,,215.6°,0.0 kn,Moored,2021-04-29,2021-04-29-21:11
SK RESOLUTE,9693173,354184000,Panama,292,48,117031,94665,"Yung An, Taiwan","Apr 21, 05:42 UTC","Balboa, Panama",,"May 14, 11:00",9.6,,51.8°,17.8 kn,-,2021-04-29,2021-04-24-16:17
SCF LA PEROUSE,9849887,636019530,Liberia,299,46,116779,81855,"Sabine, United States (USA)","Apr 17, 12:59 UTC","Rotterdam, Netherlands",,"May 4, 04:00",11.2,,6.3°,13.7 kn,-,2021-04-29,2021-04-20-20:10
SCF BARENTS,9864746,636019878,Liberia,299,46,116779,81855,"Punta Europa, Equatorial Guinea","Apr 27, 08:04 UTC",Destination not available,,-,11.0,,302.0°,14.3 kn,-,2021-04-29,2021-04-17-08:03
SCF TIMMERMAN,9870525,636020078,Liberia,299,46,116779,81855,"Gatun Anch., Panama","Apr 29, 15:22 UTC",FOR ORDER,,"May 22, 22:00",11.2,,140.1°,6.7 kn,Under way,2021-04-29,2021-04-29-21:11
UMM AL ASHTAN,9074652,636010647,Liberia,290,48,116703,73100,"Das Island, United Arab Emirates (UAE)","Apr 24, 14:25 UTC","Al Fujayrah Anch., United Arab Emirates (UAE)",,"Apr 26, 04:35 UTCARRIVED",11.5,,192.0°,0.1 kn,At anchor,2021-04-29,2021-04-29-21:05
AL HAMRA,9074640,636010544,Liberia,289,48,116703,72990,"Das Island, United Arab Emirates (UAE)","Apr 17, 10:14 UTC",AE DAS>IN HZA,,"Apr 28, 19:31",11.5,,92.5°,9.4 kn,Under way,2021-04-29,2021-04-29-16:01
MUBARAZ,9074626,636010373,Liberia,290,48,116703,72950,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 29, 18:34 UTC","Dahej, India",,"May 6, 18:18",11.4,,105.9°,10.9 kn,Under way,2021-04-29,2021-04-29-21:12
MRAWEH,9074638,636010457,Liberia,290,48,116703,73040,"Singapore Anch. 1, Singapore","Apr 12, 14:32 UTC","Shanghai, China",,"Apr 18, 10:11 UTCARRIVED",8.1,,179.0°,0.0 kn,Moored,2021-04-29,2021-04-29-21:01
LNG ABALAMABIE,9690171,310731000,Bermuda,292,48,116568,86925,"Aliaga, Turkey","Apr 27, 10:47 UTC","Algeciras, Spain",,"May 3, 09:00",9.1,,287.7°,12.7 kn,Under way,2021-04-29,2021-04-29-21:11
LNG FINIMA II,9690145,310722000,Bermuda,292,48,116568,86867,"Bonny, Nigeria","Apr 20, 10:20 UTC","Tianjin Xingang, China",,"May 25, 05:00",11.5,,157.5°,17.6 kn,-,2021-04-29,2021-04-24-16:42
LNG ABUJA II,9690169,310730000,Bermuda,292,48,116568,87147,"Escombreras, Spain","Apr 28, 12:47 UTC",AFRICA,,"Apr 24, 08:00",9.3,,228.0°,16.1 kn,Under way,2021-04-29,2021-04-29-10:23
LNG PORT-HARCOURT II,9690157,310719000,Bermuda,292,48,116568,87139,"Jebel Ali Anch., United Arab Emirates (UAE)","Mar 25, 04:46 UTC","Bonny, Nigeria",,"Apr 26, 13:26 UTCARRIVED",9.5,,342.8°,11.6 kn,-,2021-04-29,2021-04-14-06:02
LA SEINE,9845764,215503000,Malta,299,46,116542,93200,"Fos sur mer, France","Apr 26, 00:43 UTC",FREEPORT USA,,"May 9, 06:00",9.8,,272.0°,18.3 kn,-,2021-04-29,2021-04-28-02:57
FLEX AURORA,9857365,538008764,Marshall Islands,297,46,116430,83000,"Guayanilla, Puerto Rico","Apr 26, 17:37 UTC","SABINE PASS, USA",,"May 3, 20:00",9.6,,315.4°,17.5 kn,-,2021-04-29,2021-04-14-16:15
COOL DISCOVERER,9861031,215567000,Malta,299,46,116354,92800,"Sines, Portugal","Apr 16, 20:15 UTC",FOR ORDERS,,"May 2, 16:00",9.3,,277.0°,12.9 kn,-,2021-04-29,2021-04-29-20:54
LA MANCHA KNUTSEN,9721724,224444000,Spain,284,46,116246,92802,"Singapore Anch. 1, Singapore","Apr 15, 22:02 UTC",WHEATSTONE,,"May 3, 15:30",9.8,,51.1°,0.5 kn,Drifting,2021-04-29,2021-04-29-20:51
RIOJA KNUTSEN,9721736,224451000,Spain,290,46,116246,92782,"Ingleside, United States (USA)","Apr 21, 09:59 UTC","Rotterdam, Netherlands",,"May 3, 14:00",11.7,,11.9°,19.9 kn,-,2021-04-29,2021-04-23-23:39
LNG LAGOS II,9692014,310721000,Bermuda,300,46,115995,99025,"Mab Tapud Anch., Thailand","Apr 29, 14:39 UTC","Dubai / Port Rashid, United Arab Emirates (UAE)",,"May 14, 19:00",9.3,,205.0°,13.1 kn,Under way,2021-04-29,2021-04-29-15:05
LNG BONNY II,9692002,310720000,Bermuda,300,46,115995,98954,"Santa Cruz de Tenerife Anch., Spain","Apr 20, 07:26 UTC",BN NG,,"May 17, 00:00",9.8,,147.5°,12.3 kn,-,2021-04-29,2021-04-26-00:28
LNG CROSS RIVER,9262223,310478000,Bermuda,288,48,115993,79591,"Bonny, Nigeria","Apr 26, 09:46 UTC",WEST AFRICA,,"May 7, 12:00",11.4,,257.7°,12.2 kn,-,2021-04-29,2021-03-25-10:28
LNG RIVER NIGER,9262235,310479000,Bermuda,288,48,115993,79541,"Sines, Portugal","Apr 13, 09:50 UTC","Bonny, Nigeria",,"May 18, 02:30",10.3,,163.0°,6.8 kn,Under way,2021-04-29,2021-04-29-09:45
LNG ADAMAWA,9262211,310469000,Bermuda,289,48,115993,79566,"Bonny, Nigeria","Apr 19, 00:37 UTC","Mundra, India",,"May 8, 09:30",11.3,,61.9°,14.2 kn,-,2021-04-29,2021-04-26-18:57
LNG AKWA IBOM,9262209,310453000,Bermuda,289,48,115993,79633,"Santa Cruz de Tenerife Anch., Spain","Apr 23, 13:18 UTC","Bonny, Nigeria",,"May 14, 10:30",10.5,,147.1°,13.2 kn,-,2021-04-29,2021-04-27-20:27
SM EAGLE,9761827,370895000,Panama,295,46,115716,97975,"Panama Canal Anch. Pacific, Panama","Apr 27, 08:43 UTC",USNSS,,"May 2, 11:00",9.5,,351.8°,17.5 kn,-,2021-04-29,2021-04-27-21:39
GASLOG GEORGETOWN,9864916,310800000,Bermuda,293,46,115636,89000,"Ingleside, United States (USA)","Apr 15, 02:31 UTC",S.ATLANTIC OCEAN,,"Apr 28, 12:30",11.4,,115.0°,18.4 kn,-,2021-04-29,2021-04-16-01:38
HYUNDAI PEACEPIA,9761853,374816000,Panama,296,46,115541,98344,"Okpo Anch., Korea","Apr 19, 11:45 UTC","Balboa, Panama",,"May 10, 07:00",9.8,,271.0°,15.8 kn,-,2021-04-29,2021-04-16-21:50
BRITISH CONTRIBUTOR,9766554,232006298,Isle of Man,295,46,115366,94558,"Malta Anch., Malta","Apr 18, 10:27 UTC","Cove Point, United States (USA)",,"May 1, 12:00",9.8,,235.0°,20.3 kn,-,2021-04-29,2021-04-23-13:05
BRITISH MENTOR,9766578,232006296,Isle of Man,295,46,115366,94528,"Kisarazu, Japan","Mar 23, 03:44 UTC","Freeport, United States (USA)",,"May 6, 06:00",9.9,,291.7°,17.9 kn,-,2021-04-29,2021-04-17-22:04
BRITISH LISTENER,9766566,232006297,Isle of Man,295,46,115366,94494,"Escobar LNG LNG Term., Argentina","Apr 23, 15:15 UTC","Corpus Christi, United States (USA)",,"May 11, 11:00",9.2,,70.9°,17.6 kn,-,2021-04-29,2021-04-24-13:42
BRITISH PARTNER,9766530,232006301,Isle of Man,295,46,115366,94442,"Freeport, United States (USA)","Apr 4, 19:15 UTC","Freeport, United States (USA)",,"May 14, 11:00",9.7,,270.4°,19.4 kn,Under way,2021-04-29,2021-04-29-21:09
PEARL LNG,9862346,215573000,Malta,293,46,115345,88000,"Mejillones, Chile","Apr 27, 03:03 UTC",FOR ORDERS,,"May 3, 17:00",9.4,,331.7°,18.5 kn,-,2021-04-29,2021-04-24-23:58
FLEX RANGER,9709025,538007621,Marshall Islands,293,46,115174,88684,"Panama Canal Anch. Atlantic, Panama","Apr 28, 14:38 UTC","Cristobal, Panama",,"Apr 28, 10:00",11.4,,169.5°,0.1 kn,At anchor,2021-04-29,2021-04-29-21:12
FLEX RAINBOW,9709037,538007620,Marshall Islands,293,46,115174,88684,"Withnell Bay, Australia","Apr 19, 05:15 UTC","Kisarazu, Japan",,"Apr 30, 07:00",11.6,,17.5°,8.0 kn,Under way,2021-04-29,2021-04-29-21:12
GASLOG GLADSTONE,9744025,310779000,Bermuda,293,46,115024,87955,"Singapore Anch. 1, Singapore","Apr 22, 22:37 UTC",FOR ORDERS,,"Apr 30, 00:01",9.5,,50.7°,16.9 kn,-,2021-04-29,2021-04-23-03:31
PAN EUROPE,9750244,477157300,Hong Kong,290,47,114996,88613,"Tianjin Anch., China","Apr 16, 09:05 UTC","Balboa, Panama",,"May 12, 18:00",9.4,,181.3°,20.6 kn,-,2021-04-29,2021-04-21-16:16
PAN AMERICAS,9750232,477142700,Hong Kong,290,47,114996,88425,"Sabine, United States (USA)","Mar 17, 08:23 UTC",FOR ORDERS,,"May 21, 00:00",9.8,,230.0°,19.6 kn,Under way,2021-04-29,2021-04-29-16:00
PAN AFRICA,9750256,477168300,Hong Kong,290,47,114996,88438,"Bonny, Nigeria","Apr 23, 05:44 UTC",FOR ORDERS,,"May 14, 00:01",11.3,,112.8°,17.2 kn,Under way,2021-04-29,2021-04-29-09:52
LNG PHECDA,9834313,477345700,Hong Kong,295,45,114790,97000,"Caofeidian, China","Apr 27, 07:54 UTC","As Suways / Suez Port, Egypt",,"May 14, 06:00",9.5,,210.9°,19.2 kn,Under way,2021-04-29,2021-04-29-13:27
LNG DUBHE,9834296,477327900,Hong Kong,295,45,114790,91588,"As Suways (Suez) Anch., Egypt","Apr 19, 05:08 UTC","Zeebrugge, Belgium",,"May 2, 15:00",9.2,,29.0°,16.6 kn,-,2021-04-29,2021-04-29-20:39
LNG MERAK,9834301,477345800,Hong Kong,295,45,114790,91451,"As Suways (Suez) Anch., Egypt","Apr 25, 04:04 UTC","Zeebrugge, Belgium",,"May 6, 23:01",9.9,,274.7°,12.6 kn,Under way,2021-04-29,2021-04-29-15:01
PATRIS,9766889,636018010,Liberia,295,46,114758,95743,"Thamesport, United Kingdom (UK)","Apr 22, 17:34 UTC",TX USA,,"May 5, 03:30",9.2,,247.6°,19.7 kn,-,2021-04-29,2021-04-23-19:33
KINISIS,9785158,636018011,Liberia,295,46,114758,95673,"Freeport, United States (USA)","Apr 28, 21:42 UTC",FOR ORDERS,,"May 14, 05:00",11.3,,107.7°,19.0 kn,Under way,2021-04-29,2021-04-29-19:10
BW MAGNOLIA,9850666,563092200,Singapore,295,46,114622,95547,"Freeport, United States (USA)","Apr 6, 18:49 UTC",SENBOKU / JAPAN,,"May 14, 06:00",11.9,,85.3°,16.6 kn,-,2021-04-29,2021-04-25-03:56
GASLOG HONG KONG,9748904,310773000,Bermuda,290,46,114470,92266,"Gatun Anch., Panama","Apr 27, 14:55 UTC",TAIWAN,,"May 19, 22:00",11.8,,177.3°,16.3 kn,-,2021-04-29,2021-04-27-22:21
FLEX RESOLUTE,9851646,538008815,Marshall Islands,295,46,114380,95500,"Sabine, United States (USA)","Apr 10, 00:20 UTC",INDIAN OCEAN FO,,"May 10, 19:00",11.0,,74.4°,15.5 kn,-,2021-04-29,2021-04-28-10:27
FLEX FREEDOM,9862308,538008814,Marshall Islands,295,46,114380,95500,"Darwin, Australia","Apr 25, 04:08 UTC",Destination not available,,-,11.2,,64.8°,15.0 kn,-,2021-04-29,2021-04-27-00:59
BW LILAC,9758076,248587000,Malta,295,46,114364,95978,"Lake Charles, United States (USA)","Mar 20, 19:03 UTC",USCXM,,"May 19, 06:00",9.0,,79.0°,14.5 kn,-,2021-04-29,2021-04-10-01:43
BW TULIP,9758064,563041600,Singapore,295,46,114364,95785,"Gatun Anch., Panama","Apr 18, 15:28 UTC","Incheon, Korea",,"May 10, 06:00",11.3,,180.6°,17.1 kn,-,2021-04-29,2021-04-19-00:22
BW PAVILION ARANDA,9792606,563082400,Singapore,295,46,114355,95876,"Gibraltar West Anch., Gibraltar","Apr 22, 09:15 UTC","Cove Point, United States (USA)",,"May 6, 02:00",9.8,,270.0°,16.0 kn,-,2021-04-29,2021-04-23-06:31
LNG SOKOTO,9216303,310378000,Bermuda,289,48,114354,79822,"Sines Anch., Portugal","Apr 19, 14:01 UTC",WEST AFRICA,,"May 18, 05:00",10.1,,241.0°,11.9 kn,-,2021-04-29,2021-04-28-11:09
LNG RIVERS,9216298,310370000,Bermuda,289,48,114354,79885,"Hazira, India","Apr 13, 05:31 UTC","Bonny, Nigeria",,"May 19, 00:00",10.4,,208.1°,9.2 kn,-,2021-04-29,2021-04-24-19:13
LNG BAYELSA,9241267,310381000,Bermuda,289,48,114354,79822,"Bonny, Nigeria","Apr 21, 22:47 UTC","Sines, Portugal",,"May 2, 20:00",11.4,,27.0°,15.4 kn,Under way,2021-04-29,2021-04-29-21:07
GIGIRA LAITEBO,9360922,309415000,Bahamas,298,46,114277,87194,"Lese, Papua New Guinea","Apr 28, 20:21 UTC",PNG,,"Apr 29, 05:00",9.8,,175.0°,16.1 kn,-,2021-04-29,2021-04-20-07:31
SPIRIT OF HELA,9361639,311013700,Bahamas,298,46,114277,87130,"Lese, Papua New Guinea","Apr 22, 00:44 UTC","Qingdao, China",,"Apr 30, 22:00",11.9,,305.0°,16.7 kn,Under way,2021-04-29,2021-04-29-16:46
ENERGY ENDEAVOUR,9854624,538008879,Marshall Islands,295,46,114195,93500,"Pyeongtaek, Korea","Apr 19, 23:36 UTC",FOR ORDERS,,"May 22, 07:00",9.4,,89.6°,20.6 kn,-,2021-04-29,2021-04-21-20:31
ENERGY PACIFIC,9854612,538008878,Marshall Islands,295,46,114195,95000,"Sabine, United States (USA)","Apr 20, 01:36 UTC",FOR ORDERS,,"Apr 18, 17:00",11.2,,101.3°,15.6 kn,-,2021-04-29,2021-04-24-23:16
PAPUA,9613135,477518900,Hong Kong,290,47,114166,96319,"Dongjiakou, China","Apr 24, 01:56 UTC","Port Moresby, Papua New Guinea",,"May 7, 19:00",9.4,,109.0°,15.2 kn,-,2021-04-29,2021-04-24-13:08
MARVEL KITE,9760782,563069500,Singapore,293,46,114084,89266,"Boryeong, Korea","Apr 16, 20:41 UTC",...,,"May 15, 18:00",10.0,,53.6°,15.5 kn,-,2021-04-29,2021-04-23-14:05
MARVEL HAWK,9760770,563063200,Singapore,293,46,114084,89432,"Panama Canal Anch. Pacific, Panama","Apr 14, 02:33 UTC",Destination not available,,-,10.8,,293.9°,17.1 kn,-,2021-04-29,2021-04-20-22:59
MARVEL FALCON,9760768,563048500,Singapore,293,46,114084,89431,"Thamesport, United Kingdom (UK)","Apr 20, 02:38 UTC","Lake Charles, United States (USA)",,"May 6, 11:00",9.7,,270.8°,17.5 kn,-,2021-04-29,2021-04-21-22:20
MINERVA KALYMNOS,9869942,215890000,Malta,-,-,115636,89000,"Yanai, Japan","Apr 23, 03:17 UTC",FOR ORDERS,,"May 1, 22:00",9.2,,202.0°,13.0 kn,-,2021-04-29,2021-04-07-16:06
HYUNDAI TECHNOPIA,9155145,441231000,Korea,289,48,113998,77584,"Incheon, Korea","Apr 13, 01:28 UTC","Ras Laffan, Qatar",,"Apr 29, 11:11 UTCARRIVED",9.6,,191.3°,0.1 kn,Moored,2021-04-29,2021-04-29-18:24
HYUNDAI COSMOPIA,9155157,441260000,Korea,289,48,113998,77591,"Okpo Anch., Korea","Apr 14, 23:38 UTC","Ras Laffan, Qatar",,"Apr 30, 21:01",10.0,,284.6°,17.7 kn,Under way,2021-04-29,2021-04-29-18:59
SCF MITRE,9654880,636016378,Liberia,300,46,113876,93585,"Sakai, Japan","Apr 2, 04:15 UTC",FOR ORDERS,,"May 6, 05:00",9.5,,300.1°,14.6 kn,-,2021-04-29,2021-04-24-13:37
SCF MELAMPUS,9654878,636016376,Liberia,300,46,113876,93508,"Gladstone, Australia","Apr 18, 22:55 UTC",NINGBO / CNNBG,,"May 2, 22:00",11.2,,19.8°,18.7 kn,-,2021-04-29,2021-04-19-02:03
VELIKIY NOVGOROD,9630004,636016219,Liberia,300,46,113876,93486,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 18, 21:57 UTC",ATLANTIC OCEAN,,"May 18, 22:59",9.6,,179.4°,11.5 kn,-,2021-04-29,2021-04-22-08:13
GLOBAL ENERGY,9845013,538008899,Marshall Islands,295,46,113822,96000,"Ingleside, United States (USA)","Apr 18, 12:54 UTC",TBC,,"Apr 18, 12:09",11.3,,110.0°,15.5 kn,-,2021-04-29,2021-04-20-10:26
GLOBAL STAR,9859741,538009028,Marshall Islands,295,46,113822,95000,"Ningbo, China","Apr 20, 03:20 UTC","GLADSTONE, AU",,"Apr 29, 20:00",9.4,,238.4°,0.3 kn,Under way,2021-04-29,2021-04-29-21:12
MINERVA PSARA,9854363,215865000,Malta,295,46,113817,93500,"Point Fortin, Trinidad & Tobago","Apr 25, 14:48 UTC",FOR ORDERS,,"Apr 26, 15:17",9.6,,312.8°,18.4 kn,-,2021-04-29,2021-04-26-19:10
MARAN GAS ANDROS,9810379,241670000,Greece,295,46,113793,96000,"Singapore Anch. 1, Singapore","Apr 23, 02:04 UTC",FOR ORDERS,,"May 1, 01:30",11.0,,71.1°,16.0 kn,-,2021-04-29,2021-04-23-07:39
MARAN GAS SPETSES,9767950,241579000,Greece,295,46,113763,94945,"Barrow Island, Australia","Apr 9, 22:06 UTC",FOR ORDERS,,"May 12, 05:00",10.0,,193.8°,16.2 kn,-,2021-04-29,2021-04-24-01:02
MARAN GAS CHIOS,9753014,241636000,Greece,295,46,113763,94945,"Sabine, United States (USA)","Apr 7, 13:54 UTC",FOR ORDERS,,"May 7, 03:00",11.5,,63.8°,16.1 kn,-,2021-04-29,2021-04-25-19:30
WOODSIDE CHANEY,9753026,241637000,Greece,295,46,113763,95000,"Nagoya, Japan","Apr 28, 02:15 UTC",FOR ORDERS,,"May 4, 22:00",10.0,,174.3°,15.6 kn,-,2021-04-29,2021-04-28-06:26
MARIA ENERGY,9659725,636017445,Liberia,290,46,113664,93301,"Mugardos, Spain","Apr 28, 15:59 UTC","Corpus Christi, United States (USA)",,"May 22, 05:00",9.4,,251.0°,10.0 kn,-,2021-04-29,2021-04-29-12:14
MARAN GAS ACHILLES,9682588,241365000,Greece,290,46,113502,92713,"Singapore, Singapore","Apr 17, 03:55 UTC",FOR ORDERS,,"Apr 16, 00:00",5.7,,148.2°,0.0 kn,-,2021-04-29,2021-04-26-16:28
MARAN GAS LETO,9682576,241355000,Greece,290,46,113502,81739,"Lese Anch., Papua New Guinea","Apr 24, 16:51 UTC","Port Moresby, Papua New Guinea",,"Apr 24, 19:00",8.9,,46.0°,18.6 kn,-,2021-04-29,2021-04-18-05:02
MARAN GAS ULYSSES,9709491,241404000,Greece,290,46,113502,92621,"Bonny, Nigeria","Apr 25, 00:21 UTC",FOR ORDERS,,"May 23, 06:00",11.3,,153.3°,11.2 kn,-,2021-04-29,2021-04-18-06:21
MARAN GAS PERICLES,9709489,241424000,Greece,290,46,113502,92776,"Barrow Island, Australia","Apr 21, 21:37 UTC",FOR ORDERS,,"Apr 30, 23:00",11.4,,0.5°,17.3 kn,-,2021-04-29,2021-04-22-00:14
MARAN GAS AGAMEMNON,9682590,241405000,Greece,290,46,113502,92762,"Gladstone, Australia","Apr 28, 20:35 UTC",FOR ORDERS,,"May 7, 05:00",9.1,,308.1°,18.4 kn,Under way,2021-04-29,2021-04-29-21:13
FLEX COURAGEOUS,9825439,538008206,Marshall Islands,295,46,113428,95618,"Panama Canal Anch. Atlantic, Panama","Apr 15, 10:10 UTC",FOR ORDERS,,"May 9, 09:00",11.5,,179.9°,17.6 kn,-,2021-04-29,2021-04-16-00:36
CESI LIANYUNGANG,9672818,477151600,Hong Kong,290,46,113397,95713,"Gladstone, Australia","Apr 25, 06:01 UTC",YUEDONG CN,,"May 4, 23:00",11.3,,56.8°,15.9 kn,-,2021-04-29,2021-04-25-10:00
CESI GLADSTONE,9672820,477348600,Hong Kong,290,46,113397,95638,"Gladstone, Australia","Apr 29, 16:35 UTC","GLD,AUS",,"Apr 29, 15:15",9.2,,221.6°,0.0 kn,Moored,2021-04-29,2021-04-29-21:12
CESI QINGDAO,9672832,477584200,Hong Kong,290,46,113397,95641,"Gladstone, Australia","Apr 27, 20:01 UTC",BEIHAI.CN,,"May 9, 23:00",11.4,,101.0°,17.0 kn,-,2021-04-29,2021-04-27-22:33
CESI WENZHOU,9694751,477121700,Hong Kong,290,46,113397,95530,"Dongjiakou, China","Apr 26, 03:38 UTC",AUS GLADSTONE,,"May 6, 14:01",9.3,,101.8°,18.3 kn,-,2021-04-29,2021-04-26-15:25
CESI BEIHAI,9672844,477884800,Hong Kong,290,46,113397,95599,"Dongjiakou, China","Apr 19, 03:02 UTC","Gladstone, Australia",,"May 1, 16:01",9.3,,139.2°,18.9 kn,-,2021-04-29,2021-04-19-21:24
BAHRAIN SPIRIT,9771080,408919000,Bahrain,295,46,113274,95289,"Kochi, India","Apr 28, 05:46 UTC",FOR ORDERS,,"Apr 27, 06:00",10.8,,145.3°,18.5 kn,-,2021-04-29,2021-04-25-05:09
OAK SPIRIT,9681699,311000247,Bahamas,295,46,113263,95452,"As Suways (Suez) Anch., Egypt","Apr 26, 05:07 UTC",FOR ORDRS,,"May 14, 05:01",9.5,,289.5°,17.0 kn,Under way,2021-04-29,2021-04-29-16:07
MEGARA,9770945,311000478,Bahamas,295,46,113263,95212,"Gatun Anch., Panama","Apr 8, 15:30 UTC","Ningbo, China",,"May 2, 22:00",11.4,,230.3°,17.2 kn,-,2021-04-29,2021-04-27-12:23
MAGDALA,9770921,311000476,Bahamas,295,46,113263,95449,"Port Arthur Anch., United States (USA)","Apr 26, 05:08 UTC",USNSS,,"Apr 26, 03:00",9.7,,10.0°,0.0 kn,-,2021-04-29,2021-04-29-21:03
TORBEN SPIRIT,9721401,311000520,Bahamas,295,46,113263,95253,"Gibraltar West Anch., Gibraltar","Apr 28, 07:46 UTC",US NSS,,"May 12, 00:01",9.7,,270.8°,15.7 kn,-,2021-04-29,2021-04-28-10:44
MUREX,9705641,311000475,Bahamas,295,46,113263,95235,"Pasir Gudang, Johor, Malaysia","Apr 20, 06:32 UTC",SGSEM,,"Apr 20, 08:30",8.8,,267.8°,0.0 kn,-,2021-04-29,2021-04-20-23:50
MACOMA,9705653,311000472,Bahamas,295,46,113263,95253,"La Brea (Brighton) Anch., Trinidad & Tobago","Apr 24, 00:15 UTC",FOR ORDERS,,"May 11, 11:00",11.2,,120.9°,17.2 kn,-,2021-04-29,2021-04-27-20:40
MYRINA,9770933,311000477,Bahamas,295,46,113263,95378,"Prelude Term., Australia","Apr 20, 17:30 UTC",Destination not available,,-,10.7,,48.5°,1.3 kn,-,2021-04-29,2021-04-28-18:38
FLEX ENDEAVOUR,9762261,215386000,Malta,295,46,113049,95803,"Port Klang Anch., Malaysia","Apr 2, 20:56 UTC",Destination not available,,-,9.5,,296.8°,16.8 kn,-,2021-04-29,2021-04-20-07:53
MARAN GAS VERGINA,9732369,241467000,Greece,295,46,113037,95194,"Withnell Bay, Australia","Apr 25, 05:14 UTC",FOR ORDERS,,"May 2, 16:01",11.1,,58.8°,17.0 kn,-,2021-04-29,2021-04-27-06:45
MARAN GAS ROXANA,9701229,241415000,Greece,295,46,113037,95194,"Malabo Anch., Equatorial Guinea","Apr 15, 05:54 UTC",BAHIA POSESION,,"Apr 28, 06:45",10.9,,356.6°,1.5 kn,-,2021-04-29,2021-04-07-18:20
MARAN GAS AMPHIPOLIS,9701217,241414000,Greece,295,46,113037,95194,"Gladstone, Australia","Apr 25, 11:11 UTC",FOR ORDERS,,"May 6, 21:00",11.5,,99.1°,14.7 kn,-,2021-04-29,2021-04-25-15:15
TESSALA,9761243,605076060,Algeria,291,46,112867,94575,"Arzew, Algeria","Apr 26, 14:25 UTC","Marmara Ereglisi, Turkey",,"May 1, 04:00",11.1,,275.8°,14.5 kn,Under way,2021-04-29,2021-04-29-21:10
